企業名,法人番号,マイナビ掲載,採用担当者名,担当者確度,担当者根拠,部署,メール,電話番号,採用予定人数,卒年,採用ページURL,取得日
株式会社オービス,1240001030054,○,,,マイナビ掲載確認(担当者名は非公開),,obis-so@obis.co.jp,086-292-6123,,2026,https://job.mynavi.jp/27/pc/search/corp210487/outline.html,2026-06-20
株式会社アスコン,1240001029690,,,,マイナビ検索ヒット無し,,,,,,,2026-06-20
株式会社日本総合科学,1240001032884,,,,timeout,,,,,,,2026-06-20
株式会社自重堂,1240001033610,,,,timeout,,,,,,,2026-06-20
福山通運株式会社,1240001032736,,,,timeout,,,,,,,2026-06-20
シモハナ物流株式会社,1240001036407,,,,timeout,,,,,,,2026-06-20
五洋医療器株式会社,1240001039582,○,,,マイナビ掲載確認(担当者名は非公開),,,084-927-8910,1,2026,https://job.mynavi.jp/27/pc/search/corp108824/outline.html,2026-06-20
株式会社パナソニックシステムネットワークス開発研究所,1370001001190,,,,マイナビ検索ヒット無し,,,,,,,2026-06-20
株式会社植松商会,1370001002651,,,,マイナビ検索ヒット無し,,,,,,,2026-06-20
株式会社ビルワーク・ジャパン,1370001002131,,,,マイナビ検索ヒット無し,,,,,,,2026-06-20
シブヤ食品株式会社,1370001003187,,,,マイナビ検索ヒット無し,,,,,,,2026-06-20
株式会社七十七銀行,1370001003352,,,,timeout,,,,,,,2026-06-20
葵工業株式会社,1370001004540,,,,マイナビ検索ヒット無し,,,,,,,2026-06-20
株式会社ユーメディア,1370001004227,,,,timeout,,,,,,,2026-06-20
宮城日野自動車株式会社,1370001005258,,,,マイナビ検索ヒット無し,,,,,,,2026-06-20
株式会社三協技術,1370001005118,,,,timeout,,,,,,,2026-06-20
オリックスレンタカー・カメイ株式会社,1370001007493,,,,マイナビ検索ヒット無し,,,,,,,2026-06-20
株式会社セント,1370001008806,○,,,マイナビ掲載確認(担当者名は非公開),,,03-3813-2601,,2026,https://job.mynavi.jp/27/pc/search/corp71580/outline.html,2026-06-20
仙台トヨペツト株式会社,1370001006652,,,,マイナビ検索ヒット無し,,,,,,,2026-06-20
テスコ株式会社,1370001009259,,,,timeout,,,,,,,2026-06-20
同和興業株式会社,1370001009416,,,,timeout,,,,,,,2026-06-20
株式会社日立ソリューションズ東日本,1370001009911,,,,timeout,,,,,,,2026-06-20
株式会社復建技術コンサルタント,1370001010010,○,,,マイナビ掲載確認(担当者名は非公開),総務人事部,masafumi680@sendai.fgc.co.jp,022-217-2021,16,2026,https://job.mynavi.jp/27/pc/search/corp200158/outline.html,2026-06-20
積水ハウスシャーメゾンＰＭ東北株式会社,1370001011272,,,,マイナビ検索ヒット無し,,,,,,,2026-06-20
株式会社東北朝日プロダクション,1370001011371,,,,マイナビ検索ヒット無し,,,,,,,2026-06-20
古川電気工業株式会社,1370001006009,,,,timeout,,,,,,,2026-06-20
仙台ガスサービス株式会社,1370001006710,,,,マイナビ検索ヒット無し,,,,,,,2026-06-20
日本製紙石巻テクノ株式会社,1370301000974,,,,マイナビ検索ヒット無し,,,,,,,2026-06-20
株式会社倉元製作所,1370201003004,,,,マイナビ検索ヒット無し,,,,,,,2026-06-20
若生工業株式会社,1370301001436,,,,マイナビ検索ヒット無し,,,,,,,2026-06-20
株式会社鈴勇商店,1370301000702,,,,マイナビ検索ヒット無し,,,,,,,2026-06-20
カガク興商株式会社,1370301000322,○,,,マイナビ掲載確認(担当者名は非公開),,,0225-95-3381,1,2026,https://job.mynavi.jp/27/pc/search/corp275975/outline.html,2026-06-20
宮城中央ヤクルト販売株式会社,1370801000276,,,,マイナビ検索ヒット無し,,,,,,,2026-06-20
株式会社ひまわり,1370601003025,○,,,マイナビ掲載確認(担当者名は非公開),,jinji@himawari200207.com,078-327-5353,,2026,https://job.mynavi.jp/27/pc/search/corp235766/outline.html,2026-06-20
宮城熊さん株式会社,2370001002378,,,,マイナビ検索ヒット無し,,,,,,,2026-06-20
東北放送株式会社,2370001002452,,,,timeout,,,,,,,2026-06-20
ユキグニファクトリー株式会社,1010001185037,,,,timeout,,,,,,,2026-06-20
株式会社シバタインテック,2370001003186,,,,マイナビ検索ヒット無し,,,,,,,2026-06-20
東北特殊鋼株式会社,2370001002444,,,,timeout,,,,,,,2026-06-20
株式会社大谷商会,1110001000879,,,,timeout,,,,,,,2026-06-20
ラミコジャパン株式会社,1110001003295,,,,timeout,,,,,,,2026-06-20
株式会社トップカルチャー,1110001003592,,,,マイナビ検索ヒット無し,,,,,,,2026-06-20
株式会社トーシス新潟,1110001003477,,,,マイナビ検索ヒット無し,,,,,,,2026-06-20
株式会社新潟電装,1110001003956,,,,マイナビ検索ヒット無し,,,,,,,2026-06-20
ＵＤトラックス新潟株式会社,1110001007255,,,,マイナビ検索ヒット無し,,,,,,,2026-06-20
共栄エンジニアリング株式会社,1110001012362,○,,,マイナビ掲載確認(担当者名は非公開),,saiyou@kyoeieng.co.jp,0250-61-2400,6,2026,https://job.mynavi.jp/27/pc/search/corp110365/outline.html,2026-06-20
環境をサポートする株式会社きらめき,1110001001720,,,,マイナビ検索ヒット無し,,,,,,,2026-06-20
森井紙器工業株式会社,1110001016140,,,,timeout,,,,,,,2026-06-20
株式会社大原鉄工所,1110001022254,○,,,マイナビ掲載確認,,,,,2026,https://job.mynavi.jp/27/pc/search/corp66759/outline.html,2026-06-20
越後交通株式会社,1110001022221,,,,timeout,,,,,,,2026-06-20
株式会社有沢製作所,1110001018789,,,,マイナビ検索ヒット無し,,,,,,,2026-06-20
糸魚川二幸株式会社,1110001021875,,,,マイナビ検索ヒット無し,,,,,,,2026-06-20
株式会社太陽工機,1110001022782,,,,timeout,,,,,,,2026-06-20
株式会社イートラスト,1110001022452,,,,マイナビ検索ヒット無し,,,,,,,2026-06-20
株式会社キタック,2110001001637,,,,timeout,,,,,,,2026-06-20
グリーン産業株式会社,2110001001769,,,,timeout,,,,,,,2026-06-20
中越運送株式会社,2110001003294,,,,timeout,,,,,,,2026-06-20
株式会社高助,2110001003113,,,,timeout,,,,,,,2026-06-20
