企業名,法人番号,業種,都道府県,従業員数,設立年,補助金,代表者名,公式URL
瀧上工業株式会社,1180001089667,金属製品製造業,愛知県半田市神明町１丁目１番地,307,,,瀧上晶義,
愛三工業株式会社,1180001092357,自動車部品の製造・販売,愛知県大府市共和町１丁目１番地の１,2905,,,経営役員加藤貴己,https://www.aisan-ind.co.jp/
株式会社アペックス,1180001092373,"自動販売機による飲料等販売（飲料自販機オペレーター）

行動計画については、グループ内下記の会社にて適用。
・株式会社ア",愛知県大府市柊山町２丁目４１８番地,1319,1963,,石原豊史,https://www.apex-co.co.jp/
大和機工株式会社,1180001092588,建設機械・産業機械・電子機器等の製造、販売、修理、リース,愛知県大府市梶田町１丁目１７１番地,180,1954,,小森谷尚久,http://www.daiwakiko.co.jp/
ＣＳ警備保障株式会社,1180001101786,警備業,愛知県名古屋市千種区千種通６丁目３１番地の２,53,2011,,浅井建次,
株式会社はな保育,1180001106348,,愛知県名古屋市中区丸の内１丁目５番２８号伊藤忠丸の内ビル８階,511,2012,,加藤義人,
株式会社スリール,1180001105639,人材総合サービス業,愛知県名古屋市中区栄２丁目２番２３号,90,2012,,加藤勇人,
名南Ｍ＆Ａ株式会社,1180001116041,,愛知県名古屋市中村区名駅１丁目１番１号ＪＰタワー名古屋,71,,,篠田康人,
名鉄交通第四株式会社,1180001120646,,愛知県名古屋市西区あし原町１５４番地,380,2015,,浅野丈夫,
株式会社セントレック,1180001116025,国等が発注する土木関係の業務における施工管理、維持管理、許認可事務、資料作成等の社会資本整備事業を支える公共的な業務です,愛知県名古屋市瑞穂区新開町２１番１０号,58,2014,,柴田和範,https://www.centrec.co.jp/hp/
中部電力パワーグリッド株式会社,1180001135974,一般送配電事業　など,愛知県名古屋市東区東新町１番地,11451,2019,,清水隆一,https://www.chuden.co.jp/csr/div_woman/
株式会社中日ＫＵＢＡＲＵ,1180001151583,,愛知県名古屋市中区栄４丁目１４番５号松下中日ビル５階,159,2022,,古賀智宏,
株式会社あいちフィナンシャルグループ,1180001153290,,愛知県名古屋市中区栄３丁目１４番１２号,186,,,伊藤行記,
株式会社イエローハット,1010001126172,,東京都大田区北千束１丁目４番６号,4690,,,木村昭夫,http://www.yellowhat.jp/
ＮＤＳキャリア株式会社,1180001141832,"人材派遣事業
人材紹介事業",愛知県名古屋市中区大須４丁目１１番３９号,600,2020,,奥村敏之,https://www.nds-career.co.jp/
竹田印刷株式会社,1180001150742,印刷・製本、企画・制作、文具等ネット販売,愛知県名古屋市昭和区白金１丁目１１番１０号,465,2023,,細野浩之,https://www.takeda-prn.co.jp/
ヒューマンズ・ネット株式会社,1021001033060,,神奈川県小田原市本町１丁目４番７号朝日生命小田原ビル,206,1997,,柴崎正三,
富士ソフト株式会社,2010001246985,"業務システム開発・組み込み系ソフト開発
・アウトソーシング・プロダクト＆サービス他",神奈川県横浜市中区桜木町１丁目１番地,10158,2024,,室岡光浩,http://www.fsi.co.jp/index.html
株式会社メイテックグループホールディングス,1180001027412,エンジニアリングソリューション事業,神奈川県厚木市森の里青山１５番１号,8345,,,上村正人,http://www.meitec.co.jp/
株式会社東芝,2010401044997,エネルギー・社会インフラ・電子デバイス・デジタルソリューションの4つの事業領域で、さまざまな製品・サービスをグローバルに,神奈川県川崎市幸区堀川町７２番地３４,9430,1904,,島田太郎,https://www.global.toshiba/jp/sustainability/corporate/social.html
ムラタ計測器サービス株式会社,2020001008096,環境計量証明業,神奈川県横浜市戸塚区秋葉町１５番,107,1972,,村田叔彦,
株式会社図研,2020001008807,製造業における製品設計・開発業務全体の高度化・最適化を支援する、各種ITシステムの開発・製造・販売や、コンサルティングサ,神奈川県横浜市都筑区荏田東２丁目２５番１号,456,1976,,勝部迅也,https://www.zuken.co.jp/
国際自動車株式会社,2020001012817,一般乗用旅客自動車運送事業,神奈川県横浜市南区六ツ川３丁目１３番地の６,223,1957,,吾妻伸之,https://www.km-group.co.jp/company/group.php
バイオコミュニケーションズ株式会社,2020001011934,ソフトウェア開発,神奈川県横浜市港北区新横浜２丁目１５－１０,140,1985,,佐々木由津子,https://www.e-bio.co.jp/
ＪＦＥテクノス株式会社,2020001016727,各種プラント、機械、電気・通信関係設備・装置類の改造、修理、保守・点検、運転及びメンテナンス,神奈川県横浜市鶴見区末広町２丁目１番地,700,1985,,能登隆,
ジェイ・アール・シー特機株式会社,2020001020489,,神奈川県横浜市港北区新吉田東３丁目２番１号,364,1985,,加藤孝順,https://www.jrctokki.co.jp/
株式会社トーエル,2020001021033,"・液化石油ガスの製造・卸・小売
・ピュアウォーター（ハワイウォーター、アルピナ）　の輸入・製造・卸・販売",神奈川県横浜市港北区高田西１丁目５番２１号,457,,,横田孝治,http://www.toell.co.jp/
大井電気株式会社,2020001019746,情報伝送機器・監視制御装置・通信ネットワーク関連機・移動体通信機器・計測器の設計・開発・製造及び販売,神奈川県横浜市港北区菊名７丁目３番１６号,411,1950,,石田甲,https://corporate.ooi.co.jp/sustainability/social
株式会社アーデントスタッフ,2020001024829,"労働者派遣事業
有料職業紹介事業",神奈川県横浜市神奈川区鶴屋町３丁目３２番地１３,1100,1996,,石井大輔,https://www.ardent-staff.com/
株式会社渡商会,2020001024960,"1．高圧ガス、化学品、関連機械機器、石油類の販売
2．設備工事の設計、施工
3．ガス関連設備の開発・設計・施工・保守管理",神奈川県横浜市神奈川区子安通２丁目２３４番地,151,1947,,河西紀男,http://www.watari.co.jp/
株式会社日新アセットマネジメント,2020001028235,総合物流業,神奈川県横浜市中区尾上町６丁目８１番地,1523,1938,,筒井雅洋,http://www.nissin-tw.com/
株式会社ニックス,2020001028152,工業用プラスチック製品の企画・開発・製造・販売プリント基板、ガラス基板などの特殊基板を収納するマガジンラック及び関連する,神奈川県横浜市西区みなとみらい２丁目３番３号,162,,,青木一英,https://nix.co.jp/
株式会社サン,1080001001575,ビルメンテナンス業,静岡県静岡市駿河区森下町１番３５号,1396,1971,,斯波幹和,
宇式エンジニアリング株式会社,1080001000536,ICT機器販売、ハード保守メンテナンス、運用サポート,静岡県静岡市駿河区国吉田１丁目６番３３号,58,1977,,宇式寛記,http://www.ushiki.co.jp
株式会社スズキ自販静岡,1080001002284,,静岡県静岡市葵区古庄２丁目２０番３５号,300,1961,,坂本浩一,
日興美術株式会社,1080001003984,総合印刷業,静岡県静岡市葵区流通センター１２番２号,146,1946,,西本晃史,
松林工業薬品株式会社,1080001004883,商社（化学工業薬品及び建設資材の販売）,静岡県静岡市駿河区馬淵一丁目１０番１９号,57,1948,,松林崇,https://www.matsubayashi-net.co.jp
株式会社ケアコネクトジャパン,1080001006310,"高齢者、障害者施設向けソフトウェアの開発および販売
診療記録および看護記録管理システムの開発および販売
保育所、幼稚園向",静岡県静岡市駿河区南町１８番１号サウスポット静岡,194,1992,,齋藤芳久,https://www.carekarte.jp
協和サンシンエンジニアリング株式会社,1080001007894,FA・OA関連、各種画像処理システム、各種制御盤設計・製作・据付、工場・ビル電気工事、太陽光発電設備工事、省エネ・環境空,静岡県静岡市清水区大内９７番地の１,61,1957,,木暮明,
德三運輸倉庫株式会社,1080001008810,運輸業・倉庫業,静岡県静岡市清水区興津中町８７３番地の１,200,1984,,兼子卓三,
常石三保造船株式会社,1080001009214,造船業（船舶の建造及び修理）,静岡県静岡市清水区三保３７９７番地,154,1919,,檀上明人,https://www.tsuneishi.co.jp/miho/
日軽産業株式会社,1080001008876,アルミ製品全般の販売,静岡県静岡市清水区松原町５番１２号,216,1949,,杉山和義,http://www.nikkeisangyo.co.jp/
ヨシコン株式会社,1080001010527,"不動産売買・仲介・賃貸借・管理ならびに調査
コンクリート製品の製造販売",静岡県静岡市葵区常磐町１丁目４番地の１２,64,,,吉田尚洋,
株式会社エス・ビー・エム,1080001009767,綜合ビル管理,静岡県静岡市清水区大坪１丁目４番１１号,385,2004,,村松淳,http://www.shizuoka-sbm.co.jp/
日本連合警備株式会社,1080001013224,総合警備業,静岡県島田市中河町８９６８番地の７,129,1968,,澤脇丈博,
株式会社丸紅,1080001013298,土木工事業（施工・管理）、土木資材の販売、,静岡県島田市湯日１番地の１,68,1986,,紅林眞之,https://www.marubeni-co.jp/
富士テクノロジー株式会社,1080001012804,情報サービス業,静岡県静岡市駿河区南町１８番１号,220,2010,,野木秀明,http://www.fut.co.jp/
株式会社三明,1080001008018,"産業用電子制御機器販売
海洋漁業機器販売",静岡県静岡市清水区松原町６番１６号,103,1938,,笠井茂,http://www.sanmei.co.jp
鈴与商事株式会社,1080001002318,石油製品・LPG等のエネルギー販売、発電および電力の仕入・販売、エネルギーシステム機器の販売・施工・保守管理、太陽光発電,静岡県静岡市清水区入船町１１番１号,553,1990,,伊藤正彦,http://www.suzuyoshoji.co.jp/
臼幸産業株式会社,1080101003959,,静岡県駿東郡小山町藤曲１０９番地の１,135,1947,,臼井康晴,
伊豆総業株式会社,1080101005344,"公共下水処理場の維持管理
一般廃棄物の収集・運搬
浄化槽の維持・管理",静岡県三島市八反畑８５番地の３,120,1953,,渡邉敦子,
静岡コンサルタント株式会社,1080101005666,建設コンサルタント,静岡県三島市多呂１２８番地,95,1961,,二村繁靖,https://www.shizuoka-con.co.jp/
焼津水産化学工業株式会社,1080001015385,調味料、機能食品、その他の食品等の製造業務,静岡県焼津市小川新町５丁目８番１３号,210,,,山田潤,https://www.yskf.jp/
株式会社東亜ビルサービス,1080101009122,総合ビル管理,静岡県富士市厚原１３１番地の１,1303,1989,,宮本信勇,
エンシュウ株式会社,1080401000672,,静岡県浜松市中央区高塚町４８８８番地,873,,,鈴木敦士,
イワタニ山陽株式会社,1240001000998,LPガスの製造・販売・配管及び建築工事,広島県広島市安芸区中野１丁目７番２号,242,1998,,今中泰雅,https://www.iwatani-sanyo.co.jp/
