企業名,法人番号,採用担当者名,役職,部署,代表者名,メール,メール確度,担当者確度,電話番号,公式URL,Tier,取得元媒体,根拠URL,架電呼称,業種,都道府県,従業員数,補助金,設立年,取得日
株式会社青南商事,1420001009154,,,,安東 元吉,info@seinan-group.co.jp,0.4,,,https://seinan-group.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1420001009154,人事部 ご採用ご担当者様,総合リサイクル業 ○鉄・非鉄スクラップの卸・加工販売 ○自動車リサイクル ○一般・産業廃棄物のリサイクル,青森県弘前市大字神田５丁目４番地５,605,,1972,2026-06-15T17:07:31.909Z
株式会社青森クリエイト,1420001011333,,,,安達 克弘,info@aomori-create.com,0.4,,,https://aomori-create.com/info-disclosure/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1420001011333,人事部 ご採用ご担当者様,原子力関連業務、建物総合管理業務、労働者派遣事業,青森県上北郡六ヶ所村大字尾駮字弥栄平１番地１１０,185,,2002,2026-06-15T17:07:31.930Z
むつ小川原石油備蓄株式会社,1420001011317,,,,谷藤 和正,info@moos.co.jp,0.4,,,https://www.moos.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1420001011317,人事部 ご採用ご担当者様,国家石油備蓄基地の管理運営,青森県上北郡六ヶ所村大字尾駮字二又５２５番地２,113,,1979,2026-06-15T17:07:31.936Z
山内土木株式会社,1420001012513,,,,山内 将邦,info@yamauchi-doboku.jp,0.4,,,http://www.yamauchi-doboku.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1420001012513,人事部 ご採用ご担当者様,建設業、スポーツ・健康施設管理運営,青森県むつ市大湊新町３７番１２号,139,,1950,2026-06-15T17:07:31.946Z
青森日野自動車株式会社,2420001000252,,,,築山 治郎,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2420001000252,人事部 ご採用ご担当者様,自動車（トラック、バス）の車両販売（新車、中古車）、部品販売、整備,青森県青森市大字野木字山口１６４番地８２,160,,1988,2026-06-15T17:07:31.955Z
株式会社青森共同計算センター,2420001000070,,,,石岡 一彦,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2420001000070,人事部 ご採用ご担当者様,アウトソ－シングサービス、ＯＡ機器の販売、ソフトウェアの設計開発等の情報処理サービス,青森県青森市第二問屋町３丁目１０番２６号,100,,1976,2026-06-15T17:07:31.955Z
青森三菱自動車販売株式会社,2420001000277,,,,佐々木 聡,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2420001000277,人事部 ご採用ご担当者様,自動車販売業,青森県青森市石江４丁目１番地２,115,,1960,2026-06-15T17:07:31.957Z
株式会社ジョイ・ワールド・パシフィック,1420001010062,,,,木村 祝幸,,0,,,http://www.j-world.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1420001010062,人事部 ご採用ご担当者様,・光学レンズの接合・墨塗り、及びユニット組立製造 ・半導体検査装置（プローブカード）の製造 ・福祉・健康機器開発製造・販,青森県平川市館山前田８５番地２,98,,1981,2026-06-15T17:07:31.963Z
豊産管理株式会社,2420001001878,,,,竹谷 佳野,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2420001001878,人事部 ご採用ご担当者様,,青森県青森市浪岡大字徳才子字山本１９番地１,147,,1973,2026-06-15T17:07:31.977Z
株式会社角弘,2420001000657,,,,渋谷 秀理,info@kakuhiro.co.jp,0.4,,,https://www.kakuhiro.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2420001000657,人事部 ご採用ご担当者様,鉄製品・諸建設資材・家庭用品・諸機械・燃料・食料品・園芸用植物及び園芸用品の販売、諸工事請負、諸保険代理、リース、プロテ,青森県青森市新町２丁目５番１号,263,,1898,2026-06-15T17:07:31.993Z
株式会社大興,2420001006068,,,,岡田 大,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2420001006068,人事部 ご採用ご担当者様,,青森県八戸市西白山台５丁目１３番１３号,252,,1994,2026-06-15T17:07:31.995Z
株式会社七洋,2420001006274,,,,森 清,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2420001006274,人事部 ご採用ご担当者様,・石油製品等販売 ・自動車整備業,青森県八戸市新湊３丁目７番６号,121,,1972,2026-06-15T17:07:32.001Z
エイコウコンサルタンツ株式会社,2420001006373,,,,山内 一晃,info@eikou-con.com,0.4,,,http://eikou-con.com,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2420001006373,人事部 ご採用ご担当者様,建設コンサルタント業（一般土木設計・測量業務・地質調査業務・補償コンサルタント業務・一級建築士事務所）などの社会資本整備,青森県八戸市大字長苗代字下亀子谷地１１番地の２,51,,1983,2026-06-15T17:07:32.008Z
株式会社アピール,2420001010045,,,,今井 隆太,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2420001010045,人事部 ご採用ご担当者様,,青森県平川市館山上亀岡２６番地,440,,1977,2026-06-15T17:07:32.028Z
株式会社フジモーターズ,2420001009467,,,,新戸部 大輝,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2420001009467,人事部 ご採用ご担当者様,,青森県弘前市大字境関１丁目１番地７,132,,1985,2026-06-15T17:07:32.029Z
株式会社オリワン,2420001011398,,,,円子 忠武,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2420001011398,人事部 ご採用ご担当者様,石油製品販売　総合結婚式場　等,青森県三沢市東岡三沢３丁目４１番地８５号,135,,1976,2026-06-15T17:07:32.033Z
株式会社キタコン,1420001008981,,,,佐藤 和昭,info@kitacon.co.jp,0.4,,,https://www.kitacon.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1420001008981,人事部 ご採用ご担当者様,,青森県弘前市大字宮川１丁目１番地１,84,,1962,2026-06-15T17:07:32.035Z
青森千代田株式会社,2420001011745,,,,秋田谷 直人,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2420001011745,人事部 ご採用ご担当者様,,青森県上北郡六ヶ所村大字尾駮字弥栄平１番地９０,333,,1981,2026-06-15T17:07:32.046Z
株式会社三沢警備保障,2420002017956,,,,佐々木 文仁,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2420002017956,人事部 ご採用ご担当者様,警備業,青森県三沢市大字三沢字下夕沢８３番地１３６,145,,1977,2026-06-15T17:07:32.054Z
株式会社丸大冷蔵,3420001001893,,,,堀内 剛博,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3420001001893,人事部 ご採用ご担当者様,,青森県青森市問屋町２丁目１６番８号,219,,1970,2026-06-15T17:07:32.074Z
株式会社青森みちのく銀行,3420001000012,,,,頭取 成 田 晋,info@am-bk.co.jp,0.4,,,https://www.am-bk.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3420001000012,人事部 ご採用ご担当者様,預金、貸出、内国為替、外国為替その他の付随業務,青森県青森市橋本１丁目９番３０号,3422,,1943,2026-06-15T17:07:32.077Z
株式会社ヤマイシ,3420001002108,,,,石川 栄一,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3420001002108,人事部 ご採用ご担当者様,食品卸売業,青森県青森市大字牛館字松枝５２番地１,244,,1951,2026-06-15T17:07:32.091Z
株式会社トヨタレンタリース青森,3420001001555,,,,大野 亮,info@toyota.co.jp,0.4,,,http://www.toyota.co.jp/rent/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3420001001555,人事部 ご採用ご担当者様,・レンタカー ・カーリース ・中古車販売,青森県青森市新田３丁目６番４号,218,,1967,2026-06-15T17:07:32.092Z
株式会社清掃センター,3420001006018,,,,笹垣 陽子,info@seisou-center.co.jp,0.4,,,http://www.seisou-center.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3420001006018,人事部 ご採用ご担当者様,・廃棄物処理施設等の運転管理 ・下水道処理施設等の運転管理 ・ビル総合管理 ・土木工事一般 ・下水道管路施設維持管理 ・,青森県八戸市城下４丁目１２番５号,122,,1969,2026-06-15T17:07:32.101Z
株式会社サンデー,3420001005928,,,,大南 淳二,info@sunday.co.jp,0.4,,,http://www.sunday.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3420001005928,人事部 ご採用ご担当者様,DIY用品(日曜大工用品)を中心に、住まい、暮らし、余暇関連の生活用品を販売するホームセンターチェーン,青森県八戸市根城６丁目２２番１０号,2387,,,2026-06-15T17:07:32.112Z
株式会社青森電子計算センター,3420001000202,,,,八島 勝,info@acsc.co.jp,0.4,,,https://www.acsc.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3420001000202,人事部 ご採用ご担当者様,情報処理サービス業 ・システムインテグレーション ・クラウドサービス ・データセンターサービス ・ICT機器販売,青森県青森市大字三内字丸山３９３番地２７０,300,,1965,2026-06-15T17:07:32.113Z
株式会社テクノ中央,3420001006158,,,,寺沢 学,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3420001006158,人事部 ご採用ご担当者様,建築物塗装吹付工事、道路標識・区画線工事、橋梁塗装・防水防食工事、耐火被覆・断熱工事、石綿処理工事,青森県八戸市大字新井田字重地下５１番地１２,93,,1974,2026-06-15T17:07:32.114Z
八戸液化ガス株式会社,3420001006389,,,,平野 薫,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3420001006389,人事部 ご採用ご担当者様,石油製品・ＬＰガス販売 住宅設備機器・配管設備工事 ハウスクリーニング カルチャー事業,青森県八戸市卸センター２丁目６番２７号,99,,1960,2026-06-15T17:07:32.116Z
三八五バス株式会社,3420001006645,,,,安達 清幸,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3420001006645,人事部 ご採用ご担当者様,,青森県八戸市江陽２丁目１８番３７号,90,,1977,2026-06-15T17:07:32.119Z
東洋建物管理株式会社,3420001001530,,,,七尾 嘉信,info@toyo-bj.co.jp,0.4,,,http://www.toyo-bj.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3420001001530,人事部 ご採用ご担当者様,ビルメンテナンス,青森県青森市橋本１丁目７番３号,1586,,1957,2026-06-15T17:07:32.123Z
太子食品工業株式会社,3420001006810,,,,工藤 茂雄,info@taishi-food.co.jp,0.4,,,http://www.taishi-food.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3420001006810,人事部 ご採用ご担当者様,豆腐・納豆・もやし・こんにゃく・油揚等の食品製造,青森県三戸郡三戸町大字川守田字沖中６８番地,662,,1964,2026-06-15T17:07:32.128Z
株式会社岩手村田製作所,1010801007852,,,,舟木 裕史,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010801007852,人事部 ご採用ご担当者様,,岩手県盛岡市上飯岡１地割１５番地１０,297,,1949,2026-06-15T17:07:32.168Z
オヤマダエンジニアリング株式会社,1400001000404,,,,畠山 政,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1400001000404,人事部 ご採用ご担当者様,,岩手県盛岡市津志田南３丁目７番７７号,57,,1989,2026-06-15T17:07:32.177Z
株式会社東山堂,1400001001121,,,,玉山 達徳,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1400001001121,人事部 ご採用ご担当者様,書籍・楽器の販売,岩手県盛岡市中ノ橋通１丁目５番２３号,81,,1949,2026-06-15T17:07:32.189Z
エーワメデック株式会社,1400001000321,,,,石澤 春喜,info@a-wa.co.jp,0.4,,,http://www.a-wa.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1400001000321,人事部 ご採用ご担当者様,総合ビル管理 ・清掃 ・警備 ・設備管理 ・貯水槽清掃 ・建築物空気環境測定 ・害虫駆除 厨房・清掃用品等販売,岩手県盛岡市盛岡駅前通１５番２０号,236,,1978,2026-06-15T17:07:32.190Z
協栄テックス株式会社,1400001000528,,,,古谷田 覚,info@kyoueitecs.jp,0.4,,,http://kyoueitecs.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1400001000528,人事部 ご採用ご担当者様,総合ビル管理業　介護事業,岩手県盛岡市中央通３丁目３番１号,850,,1967,2026-06-15T17:07:32.194Z
株式会社ふるさと交通,1400001002144,,,,安藤 公紀,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1400001002144,人事部 ご採用ご担当者様,一般乗用旅客運送事業、一般貸切旅客運送事業,岩手県盛岡市東安庭３丁目１７番３５号,147,,2000,2026-06-15T17:07:32.210Z
株式会社盛岡臨床検査センター,1400001002235,,,,小田島 修司,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1400001002235,人事部 ご採用ご担当者様,,岩手県盛岡市羽場１３地割３０番地３,168,,2004,2026-06-15T17:07:32.220Z
株式会社小田島組,1400001005997,,,,小田島 直樹,info@odashima.co.jp,0.4,,,http://www.odashima.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1400001005997,人事部 ご採用ご担当者様,土木工事業,岩手県北上市藤沢２０地割３５番地,133,,1985,2026-06-15T17:07:32.252Z
株式会社システムベース,1400001006104,,,,折笠 英輝,info@systembase.co.jp,0.4,,,http://www.systembase.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1400001006104,人事部 ご採用ご担当者様,クラウドサービス、データセンターサービス コンピュータ・システム機器販売 個別ソフトウェア、パッケージソフトウェアの設計,岩手県北上市村崎野１９地割１１６番地４,170,,1975,2026-06-15T17:07:32.257Z
株式会社ＭＤＳ,1400001003407,,,,小松 秀弘,info@m-dsj.co.jp,0.4,,,https://m-dsj.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1400001003407,人事部 ご採用ご担当者様,トナーカートリッジ・インクリボン・ＢＪインク・磁気製品・各種用紙・中古・新品プリンター・パーソナルコンピューター・文具用,岩手県盛岡市本宮３丁目３４番８号,300,,2001,2026-06-15T17:07:32.268Z
二戸ガス株式会社,1400001007762,,,,荒谷 拓和,info@ninohe-gas.com,0.4,,,https://ninohe-gas.com/about/action-plan/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1400001007762,人事部 ご採用ご担当者様,プロパンガスの販売,岩手県二戸市仁左平字北井沢６番地,51,,1963,2026-06-15T17:07:32.270Z
株式会社北日本朝日航洋,1400001001286,,,,安藤 宏樹,info@nj-aac.com,0.4,,,https://www.nj-aac.com,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1400001001286,人事部 ご採用ご担当者様,測量業・補償コンサルタント業・建設コンサルタント業,岩手県盛岡市門２丁目１番１号,75,,1972,2026-06-15T17:07:32.277Z
ＡＬＳＯＫ岩手サービス株式会社,1400601001033,,,,佐藤 新二郎,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1400601001033,人事部 ご採用ご担当者様,警備業,岩手県奥州市水沢字不断町８番地,134,,2011,2026-06-15T17:07:32.305Z
株式会社いんべ,2400001000213,,,,印部 孝輔,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2400001000213,人事部 ご採用ご担当者様,,岩手県盛岡市中央通３丁目１３番１号,287,,1960,2026-06-15T17:07:32.331Z
株式会社橋市,2400001001293,,,,谷藤 大樹,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2400001001293,人事部 ご採用ご担当者様,,岩手県盛岡市盛岡駅前北通７番１７号,50,,1953,2026-06-15T17:07:32.343Z
株式会社三ツ星商会,2400001001525,,,,佐々木 和彦,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2400001001525,人事部 ご採用ご担当者様,,岩手県盛岡市みたけ３丁目３８番３９号,54,,1962,2026-06-15T17:07:32.347Z
株式会社北東北第一興商,2400001003521,,,,小田島 秀一郎,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2400001003521,人事部 ご採用ご担当者様,業務用カラオケ、周辺機器の賃貸及び販売 カラオケＢＯＸ運営 パーキング事業運営,岩手県盛岡市開運橋通４番２８号,131,,2005,2026-06-15T17:07:32.352Z
岩手県北自動車株式会社,2400001005014,,,,鈴木 拓,info@iwate-kenpokubus.co.jp,0.4,,,http://www.iwate-kenpokubus.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2400001005014,人事部 ご採用ご担当者様,一般乗合旅客自動車運送事業（乗合バス、高速バス） 一般貸切旅客自動車運送事業（貸切バス） 旅客定期・不定期航路事業（遊覧,岩手県盛岡市厨川１丁目１７番１８号,648,,2009,2026-06-15T17:07:32.374Z
小田島商事株式会社,2400001005237,,,,松野 祐哉,info@odashima-shouji.co.jp,0.4,,,http://www.odashima-shouji.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2400001005237,人事部 ご採用ご担当者様,農薬・動物薬等の販売,岩手県花巻市卸町６６番地,173,,1965,2026-06-15T17:07:32.381Z
