企業名,法人番号,採用担当者名,役職,部署,代表者名,メール,メール確度,担当者確度,電話番号,公式URL,Tier,取得元媒体,根拠URL,架電呼称,業種,都道府県,従業員数,補助金,設立年,取得日
大阪製鐵株式会社,1120001028390,,,,谷潤一,info@osaka-seitetu.co.jp,0.4,,,http://www.osaka-seitetu.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001028390,人事部 ご採用ご担当者様,鉄スクラップを原料とした鉄鋼製品の生産・販売,大阪府大阪市中央区道修町３丁目６番１号,585,,,2026-06-14T13:56:00.497Z
阪神警備保障株式会社,1120001031502,,,,深見士,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001031502,人事部 ご採用ご担当者様,各種警備業務,大阪府大阪市住之江区中加賀屋３丁目５番９号,301,,1993,2026-06-14T13:56:00.502Z
株式会社大森屋,1120001034595,,,,稲野達郎,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001034595,人事部 ご採用ご担当者様,海苔、ふりかけ、お茶漬け等の製造・販売,大阪府大阪市此花区西九条１丁目１番６０号,371,,,2026-06-14T13:56:00.508Z
毎美エンジニアリング株式会社,1120001036427,,,,植田隆司,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001036427,人事部 ご採用ご担当者様,,大阪府大阪市福島区海老江５丁目４番８号,195,,1981,2026-06-14T13:56:00.522Z
株式会社クボタ,1120001037978,,,,花田晋吾,info@kubota.co.jp,0.4,,,http://www.kubota.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001037978,人事部 ご採用ご担当者様,「農業機械」「産業機械」「水システム」「環境システム」「都市・インフラ」などの事業分野のシステム・製品の研究開発・製造お,大阪府大阪市北区大深町５番５４号,16481,,1930,2026-06-14T13:56:00.545Z
日本インシュレーション株式会社,1120001040610,,,,吉井智彦,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001040610,人事部 ご採用ご担当者様,保温断熱材・耐火建材の製造販売、施工,大阪府大阪市中央区南船場１丁目１８番１７号,400,,,2026-06-14T13:56:00.555Z
帝国製鋲株式会社,1120001029380,,,,鈴木典和,info@teikoku-seibyo.com,0.4,,,http://www.teikoku-seibyo.com,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001029380,人事部 ご採用ご担当者様,製造業,大阪府大阪市港区海岸通３丁目２番２１号,62,,1917,2026-06-14T13:56:00.569Z
株式会社オートメーション．サービス,1120001042136,,,,神澤規智,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001042136,人事部 ご採用ご担当者様,受託開発ソフトウェア業,大阪府大阪市西区西本町１丁目１３番３７号,142,,1973,2026-06-14T13:56:00.576Z
因幡電機産業株式会社,1120001041352,,,,玉垣雅之,info@inaba.co.jp,0.4,,,https://www.inaba.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001041352,人事部 ご採用ご担当者様,電設・電子・情報機器販売及び空調システム部材の製造・販売,大阪府大阪市西区立売堀４丁目１１番１４号,1941,,1949,2026-06-14T13:56:00.577Z
サンキン株式会社,1120001043596,,,,田貴晴,info@sankin.co.jp,0.4,,,https://www.sankin.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001043596,人事部 ご採用ご担当者様,,大阪府大阪市西区新町２丁目１５番２７号,584,,1946,2026-06-14T13:56:00.589Z
サムテック株式会社,1120001043522,,,,阪口善樹,info@samtech.co.jp,0.4,,,https://www.samtech.co.jp/index.html,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001043522,人事部 ご採用ご担当者様,自動車用鍛造品およびフローフォーミング成形品ならびに高圧ガス容器の製造販売,大阪府大阪市西区江戸堀１丁目２４番１５号,440,,1949,2026-06-14T13:56:00.596Z
株式会社浜正,1120001046590,,,,浜口隆之,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001046590,人事部 ご採用ご担当者様,伝導機器・機械工具販売,大阪府大阪市西区立売堀４丁目６番７号,106,,1963,2026-06-14T13:56:00.606Z
南海化学株式会社,1120001046120,,,,杉岡伸也,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001046120,人事部 ご採用ご担当者様,,大阪府大阪市西区南堀江１丁目１２番１９号,213,,,2026-06-14T13:56:00.606Z
中外商工株式会社,1120001045403,,,,岡田憲一,info@chugai-af.co.jp,0.4,,,http://www.chugai-af.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001045403,人事部 ご採用ご担当者様,建築材料の製造・販売・施工,大阪府大阪市西区靱本町１丁目９番１５号,180,,1952,2026-06-14T13:56:00.608Z
株式会社マコト電気,1120001047424,,,,上村武,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001047424,人事部 ご採用ご担当者様,,大阪府大阪市北区梅田３丁目４番５号,91,,1951,2026-06-14T13:56:00.623Z
株式会社栗本鐵工所,1120001048991,,,,菊本一高,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001048991,人事部 ご採用ご担当者様,,大阪府大阪市西区北堀江１丁目１２番１９号,1375,,1934,2026-06-14T13:56:00.629Z
株式会社山善,1120001049040,,,,岸田貢司,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001049040,人事部 ご採用ご担当者様,生産財、消費財の専門商社,大阪府大阪市西区立売堀２丁目３番１６号,1852,,1947,2026-06-14T13:56:00.654Z
株式会社サガミホールディングス,1180001000443,,,,大西尚真,info@sagami.co.jp,0.4,,,http://www.sagami.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1180001000443,人事部 ご採用ご担当者様,飲食業,愛知県名古屋市守山区八剣２丁目１１８番地,7426,,,2026-06-14T13:56:00.687Z
株式会社つむら工芸,1120001045502,,,,浜田晋,info@tsumura-kogei.com,0.4,,,https://tsumura-kogei.com/recruitwork/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001045502,人事部 ご採用ご担当者様,メディア、舞台、その他エンターテイメント向けの造形物製作事業,大阪府大阪市西区京町堀２丁目１２番２４号,178,,1957,2026-06-14T13:56:00.717Z
中部資材株式会社,1180001006837,,,,高木要馬,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1180001006837,人事部 ご採用ご担当者様,植物検疫防除業、建設業、荷役機器メンテナンス業、コンテナ修理・販売業、自動車整備業ほか,愛知県名古屋市港区入船２丁目２番２８号,567,,1949,2026-06-14T13:56:00.738Z
レンゴー株式会社,1120001036880,,,,兼ＣＯＯ川本洋祐,info@rengo.co.jp,0.4,,,https://www.rengo.co.jp/sustainability/social/humanresources/workplace/worklifebalance/index.html,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001036880,人事部 ご採用ご担当者様,板紙、段ボール・段ボール箱、軟包装製品等の製造・販売,大阪府大阪市福島区大開４丁目１番１８６号,4711,,,2026-06-14T13:56:00.756Z
明星工業株式会社,1120001049032,,,,栁瀬徹次,info@meisei-kogyo.co.jp,0.4,,,https://www.meisei-kogyo.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001049032,人事部 ご採用ご担当者様,断熱工事業　（保温・保冷、築炉耐火、断熱耐火被覆、原子力その他）,大阪府大阪市西区京町堀１丁目８番５号,358,,,2026-06-14T13:56:00.767Z
日邦産業株式会社,1120901007832,,,,岩佐恭知,info@nip.co.jp,0.4,,,http://www.nip.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120901007832,人事部 ご採用ご担当者様,・メーカー機能を持ち合わせた商社で、主に産業資材/半導体部品/自動車部品/住宅設備部品等を販売。 ・海外拠点は東南アジア,愛知県名古屋市中区錦１丁目１０番１号,319,,,2026-06-14T13:56:00.793Z
朝日金属株式会社,1180001011481,,,,桑原由行,info@asahi-metal.com,0.4,,,http://www.asahi-metal.com,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1180001011481,人事部 ご採用ご担当者様,製鋼原料加工、販売、他,愛知県名古屋市北区六が池町５５５番地,240,,1962,2026-06-14T13:56:00.813Z
ニプロバスキュラー株式会社,1180001001887,,,,半田知久,info@goodmankk.com,0.4,,,http://www.goodmankk.com,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1180001001887,人事部 ご採用ご担当者様,医療機器の輸入・開発・製造・販売,愛知県名古屋市中区栄４丁目５番３号ＫＤＸ名古屋栄ビル５階,330,,1975,2026-06-14T13:56:00.814Z
大同メタル工業株式会社,1180001012595,,,,兼判治誠吾,info@daidometal.com,0.4,,,https://www.daidometal.com/jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1180001012595,人事部 ご採用ご担当者様,輸送用機械器具製造業,愛知県名古屋市中区栄２丁目３番１号名古屋広小路ビルヂング１３階,1377,,,2026-06-14T13:56:00.826Z
株式会社ニットー,1180001013107,,,,中野英樹,info@nittoh-info.co.jp,0.4,,,https://www.nittoh-info.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1180001013107,人事部 ご採用ご担当者様,建設工事事業、住宅メンテナンス事業,愛知県名古屋市中川区広川町３丁目１番地８,245,,,2026-06-14T13:56:00.836Z
株式会社チップトン,1180001014914,,,,小林知之,info@tipton.co.jp,0.4,,,https://www.tipton.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1180001014914,人事部 ご採用ご担当者様,産業機械・付帯装置、研磨材・セラミックス製品の開発、製造、販売。 ＜産業機械・付帯装置＞ ・表面処理装置（バレル研磨機,愛知県名古屋市南区豊田３丁目１９番２１号,210,,1939,2026-06-14T13:56:00.846Z
愛知株式会社,1180001015879,,,,島本迪彦,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1180001015879,人事部 ご採用ご担当者様,,愛知県名古屋市東区筒井３丁目２７番２５号,219,,1939,2026-06-14T13:56:00.857Z
名古屋酸素株式会社,1180001007067,,,,飯田哲郎,info@nagoya-sanso.co.jp,0.4,,,https://www.nagoya-sanso.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1180001007067,人事部 ご採用ご担当者様,高圧ガス他販売業,愛知県名古屋市港区小碓１丁目１２番地,116,,1913,2026-06-14T13:56:00.860Z
株式会社スズケン,1180001017009,,,,浅野茂,info@suzuken.co.jp,0.4,,,http://www.suzuken.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1180001017009,人事部 ご採用ご担当者様,医療用医薬品、試薬、医療用機器、医療材料、食品などの販売、ならびに医療用機器の開発製造,愛知県名古屋市東区東片端町８番地,3409,,1946,2026-06-14T13:56:00.874Z
敷島製パン株式会社,1180001016877,,,,盛田淳夫,info@pasconet.co.jp,0.4,,,http://www.pasconet.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1180001016877,人事部 ご採用ご担当者様,パン、和洋菓子の製造、販売,愛知県名古屋市東区白壁５丁目３番地,5565,,1919,2026-06-14T13:56:00.874Z
株式会社新日,1180001019673,,,,石堂公彦,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1180001019673,人事部 ご採用ご担当者様,総合建設コンサルタンツ,愛知県名古屋市中川区山王１丁目８番３０号,100,,1971,2026-06-14T13:56:00.884Z
カネ美食品株式会社,1180001023411,,,,今井善広,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1180001023411,人事部 ご採用ご担当者様,,愛知県名古屋市緑区徳重３丁目１０７番地,10691,,,2026-06-14T13:56:00.915Z
クロスプラス株式会社,1180001025507,,,,山本大寛,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1180001025507,人事部 ご採用ご担当者様,,愛知県名古屋市西区花の木３丁目９番１３号,1027,,,2026-06-14T13:56:00.929Z
名工建設株式会社,1180001027354,,,,松野篤二,info@meikokensetsu.co.jp,0.4,,,http://www.meikokensetsu.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1180001027354,人事部 ご採用ご担当者様,総合建設業,愛知県名古屋市中村区名駅１丁目１番４号ＪＲセントラルタワーズ３４階,1145,,1941,2026-06-14T13:56:00.972Z
株式会社アオキスーパー,1180001029202,,,,青木俊道,info@aokisuper.co.jp,0.4,,,https://aokisuper.co.jp/news/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1180001029202,人事部 ご採用ご担当者様,食料品小売業 スーパーマーケットチェーン,愛知県名古屋市中村区鳥居西通１丁目１番地,3775,,,2026-06-14T13:56:00.976Z
株式会社ＥＶＥＲＹＦＯＯＤ,1180001001037,,,,杉浦卓,info@everygroup.co.jp,0.4,,,https://everygroup.co.jp/ef/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1180001001037,人事部 ご採用ご担当者様,集団給食,愛知県名古屋市中区千代田５丁目７番５号,9967,,1967,2026-06-14T13:56:00.984Z
東海ソフト株式会社,1180001031538,,,,尾上雅憲,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1180001031538,人事部 ご採用ご担当者様,,愛知県名古屋市中村区則武２丁目１６番１号,544,,1970,2026-06-14T13:56:00.991Z
メイラ株式会社,1180001031884,,,,大橋真,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1180001031884,人事部 ご採用ご担当者様,,愛知県名古屋市中村区椿町１７番１５号,758,,1936,2026-06-14T13:56:00.995Z
ＭＨＩエアロテクノロジーズ株式会社,1180001031934,,,,守田昌史,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1180001031934,人事部 ご採用ご担当者様,,愛知県名古屋市中区栄３丁目１８番１号,967,,1974,2026-06-14T13:56:00.999Z
教育産業株式会社,1180001035456,,,,今枝伸保,info@ksg.co.jp,0.4,,,http://www.ksg.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1180001035456,人事部 ご採用ご担当者様,映像・音響・情報通信機器の販売、同設備の設計設置・修理・保守並びにレンタル及び映像制作を主な業務としています。,愛知県名古屋市中区丸の内３丁目１８番２８号,210,,1952,2026-06-14T13:56:01.040Z
興和株式会社,1180001035811,,,,兼三輪芳弘,info@kowa.co.jp,0.4,,,http://www.kowa.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1180001035811,人事部 ご採用ご担当者様,【商社部門】 繊維、機械、建材、船舶、鉱物資源、化成品原料、生活関連物資などの輸出入、三国間貿易および国内販売 【メーカ,愛知県名古屋市中区錦３丁目６番２９号,3986,,,2026-06-14T13:56:01.042Z
株式会社ＣＢＣクリエイション,1180001036669,,,,伊藤司,info@cbc-creation.co.jp,0.4,,,http://www.cbc-creation.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1180001036669,人事部 ご採用ご担当者様,テレビ番組・映像の制作、イベントの企画運営,愛知県名古屋市中区新栄１丁目２番８号,137,,1955,2026-06-14T13:56:01.044Z
株式会社コアズ,1180001035761,,,,加藤僚,info@corps.co.jp,0.4,,,http://www.corps.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1180001035761,人事部 ご採用ご担当者様,警備業・ビルメンテナンス業,愛知県名古屋市中区錦１丁目１６番２０号,6300,,1974,2026-06-14T13:56:01.045Z
大同興業株式会社,1180001037502,,,,伊藤愼悟,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1180001037502,人事部 ご採用ご担当者様,特殊鋼、原材料、機械、電子部品等の売買および輸出入,愛知県名古屋市東区東桜１丁目１番１０号,338,,1946,2026-06-14T13:56:01.055Z
株式会社新東通信,1180001036792,,,,谷鉄也,info@shinto-tsushin.co.jp,0.4,,,https://www.shinto-tsushin.co.jp/company/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1180001036792,人事部 ご採用ご担当者様,総合広告業,愛知県名古屋市中区丸の内３丁目１６番２９号,318,,1972,2026-06-14T13:56:01.055Z
オイレス工業株式会社,1010401006049,,,,坂入良和,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010401006049,人事部 ご採用ご担当者様,,神奈川県藤沢市桐原町８番地,1080,,,2026-06-14T13:56:01.071Z
川北電気工業株式会社,1180001035290,,,,大津正己,info@kawakita.co.jp,0.4,,,https://www.kawakita.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1180001035290,人事部 ご採用ご担当者様,各種電気設備の設計・施工・工程管理・技術開発,愛知県名古屋市中区栄４丁目６番２５号,379,,1939,2026-06-14T13:56:01.145Z
