企業名,法人番号,品質スコア,優先度,属性ランク,intent★,新卒フラグ,系統,取得元媒体,起点系統,起点ソース,ソース数,トリガー,採用担当者名,役職,部署,代表者名,メール,メール確度,担当者確度,電話番号,公式URL,業種,都道府県,従業員数,設立年,補助金,ICP適合,採用インテント,データ品質,タイミング,インテント根拠,スコア根拠,取得日,掲載媒体,掲載媒体数,採用予定人数,採用ページ有無,採用ページURL,新卒言及,職種,外部採用媒体,根拠,プレスリリース,採用ページ更新,インテント,辞退シグナル
株式会社ケアコネクトジャパン,1080001006310,54,ナーチャリング,A,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,齋藤芳久,,,,,https://www.carekarte.jp,"高齢者、障害者施設向けソフトウェアの開発および販売
診療記録および看護記録管理システムの開発および販売
保育所、幼稚園向",静岡県静岡市駿河区南町１８番１号サウスポット静岡,194,1992,,76,46,25,70,実シグナル,ICP:規模194=スイート / ICP:設立34年 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://www.carekarte.jp/recruit/,○,営業/マーケティング,,top-anchor,,,,
富士テクノロジー株式会社,1080001012804,54,ナーチャリング,A,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,野木秀明,,,,,http://www.fut.co.jp/,情報サービス業,静岡県静岡市駿河区南町１８番１号,220,2010,,76,46,25,70,実シグナル,ICP:規模220=スイート / ICP:設立16年 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://fut.co.jp/recruit/new-graduate,○,エンジニア/営業/総合職/技術職/事務,,top-anchor,,,,
東光印刷株式会社,1240001007440,54,ナーチャリング,A,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,小倉裕巳,,,,,https://www.tokoinsatsu.co.jp,,広島県広島市西区商工センター７丁目５番１５号,175,1976,,76,46,25,70,実シグナル,ICP:規模175=スイート / ICP:設立50年 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://www.tokoinsatsu.co.jp/recruit.html,○,エンジニア/営業/事務/企画,,top-anchor,,,,
株式会社オービス,1240001030054,54,ナーチャリング,A,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,中浜勇治,,,,,https://www.orvis.co.jp/,梱包用材等の製造、販売、プレハブハウスの製造、販売、仮設建物等のリース、一般建築及び太陽光発電システムの請負、自然エネル,広島県福山市松永町６丁目１０番１号,222,1959,,76,46,25,70,実シグナル,ICP:規模222=スイート / ICP:設立67年 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://www.orvis.co.jp/recruit/,○,営業/事務/施工管理,orvis.co.jp,common-path,,,,
宮城日野自動車株式会社,1370001005258,54,ナーチャリング,A,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,鈴木徹也,,,,,https://www.miyagi-hino.co.jp/index.html,自動車販売・整備業,宮城県仙台市宮城野区扇町１丁目７番３６号,231,1973,,76,46,25,70,実シグナル,ICP:規模231=スイート / ICP:設立53年 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://www.miyagi-hino.co.jp/recruit/index.html,○,営業/総合職/事務/販売,,top-anchor,,,,
古川電気工業株式会社,1370001006009,54,ナーチャリング,A,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,茂泉勝弘,,,,,http://www.furukawa-denki.com/,配電盤・分電盤・制御盤等の電気機械器具製造及び販売,宮城県仙台市宮城野区扇町２丁目１番１０号,248,1947,,76,46,25,70,実シグナル,ICP:規模248=スイート / ICP:設立79年 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://furukawa-denki.com/recruit/,○,エンジニア,,top-anchor,,,,
株式会社イートラスト,1110001022452,54,ナーチャリング,A,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,酒井龍市,,,,,http://www.etrust.ne.jp/,電気・通信事業を中心とした工事施工やシステムの構築,新潟県長岡市北陽１丁目５３番地５４,209,1953,,76,46,25,70,実シグナル,ICP:規模209=スイート / ICP:設立73年 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://www.etrust.ne.jp/recruit/,○,,,top-anchor,,,,
株式会社竹花組,1100001007330,54,ナーチャリング,A,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,矢野健太郎,,,,,http://www.takehanagumi.co.jp,"1.　土木構造物の請負施工
2.　建築物の設計及び請負施工
3.　建設関連資材（生コン、アスファルト合材、砕石、石油製品",長野県佐久市望月３０番地１,102,1949,,76,46,25,70,実シグナル,ICP:規模102=スイート / ICP:設立77年 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://www.takehanagumi.co.jp/recruit/entry/,○,,en-gage.net/instagram.com,top-anchor,,,,
株式会社アスピア,1100001014038,54,ナーチャリング,A,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,百瀬方洋,,,,,https://www.asupia.co.jp/,建設業,長野県松本市宮渕１丁目３番３０号,129,1961,,76,46,25,70,実シグナル,ICP:規模129=スイート / ICP:設立65年 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://asupia.co.jp/recruit/,○,,job.mynavi.jp,top-anchor,,,,
富士変速機株式会社,1200001004458,54,ナーチャリング,A,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,市原英孝,,,,,https://www.fujihensokuki.co.jp/,"1.変速機、減速機の製造ならびに販売。
2.各種駐車場装置の製造ならびに販売。
3.各種工作機械、工業用機械およびその部",岐阜県岐阜市中洲町１８番地,242,1965,,76,46,25,70,実シグナル,ICP:規模242=スイート / ICP:設立61年 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://www.fujihensokuki.co.jp/recruit/career/,○,営業/事務/施工管理/介護/看護,,top-anchor,,,,
株式会社ユニオン,1200001005687,54,ナーチャリング,A,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,村橋塁,,,,,https://www.theunion.co.jp/,建設コンサルタント・測量業・補償コンサルタント,岐阜県岐阜市西河渡２丁目５７番地,125,1971,,76,46,25,70,実シグナル,ICP:規模125=スイート / ICP:設立55年 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://www.theunion.co.jp/recruit/,○,コンサル,,top-anchor,,,,
株式会社岐阜新聞社,2200001001347,54,ナーチャリング,A,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,矢島薫,,,,,https://www.gifu-np.co.jp/,日刊新聞発行,岐阜県岐阜市今小町１０番地,167,1940,,76,46,25,70,実シグナル,ICP:規模167=スイート / ICP:設立86年 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://www.gifu-np.co.jp/list/company/recruit,○,営業/技術職/企画/販売,hr-hacker.com,top-anchor,,,,
株式会社スズキ自販滋賀,1160001001088,54,ナーチャリング,A,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,堤光昭,,,,,https://www.suzuki.co.jp/dealer/sj-shiga/,自動車販売修理,滋賀県栗東市六地蔵１１７２番,193,1978,,76,46,25,70,実シグナル,ICP:規模193=スイート / ICP:設立48年 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://www.suzuki.co.jp/dealer/sj-shiga/recruit/career-guideline/,○,営業,,top-anchor,,,,
株式会社アイ・シー・エス,2190001006372,54,ナーチャリング,A,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,御村恭至,,,,,http://www.ise-ics.co.jp,システムソフトウェア開発事業、システムソフトウェア商品事業、システム保守サービス事業、情報機器販売事業,三重県伊勢市竹ケ鼻町１００番地,169,1978,,76,46,25,70,実シグナル,ICP:規模169=スイート / ICP:設立48年 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,http://www.ise-ics.co.jp/recruit,○,エンジニア/営業/技術職/事務/企画,,top-anchor,,,,
株式会社アサプリ,2190001013443,54,ナーチャリング,A,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,松岡祐司,,,,,http://www.asapri.co.jp,印刷業,三重県桑名市大字安永９２３番地,164,2005,,76,46,25,70,実シグナル,ICP:規模164=スイート / ICP:設立21年 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://www.asapri.co.jp/recruit/,○,エンジニア/営業/企画/デザイナー/販売,,top-anchor,,,,
コーホク印刷株式会社,1260001002373,54,ナーチャリング,A,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,安井英規,,,,,http://www.kohhoku.co.jp/,印刷業,岡山県岡山市北区高柳東町１０番２７号,103,1957,,76,46,25,70,実シグナル,ICP:規模103=スイート / ICP:設立69年 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://www.kohhoku.co.jp/recruit_newgraduates/,○,営業/技術職/企画/販売,kohhoku.co.jp,top-anchor,,,,
愛媛トヨペット株式会社,1500001000807,54,ナーチャリング,A,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,横田知明,,,,,https://www.e-tp.jp/corporate/csr#u20220824093638,自動車販売及び整備,愛媛県松山市空港通５丁目７番９号,240,1956,,76,46,25,70,実シグナル,ICP:規模240=スイート / ICP:設立70年 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://www.e-tp.jp/recruit_new/mid-career,○,エンジニア/営業/販売,,top-anchor,,,,
株式会社スズキ自販松山,1500001002274,54,ナーチャリング,A,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,川路英治,,,,,https://www.suzuki.co.jp/dealer/sj-matsuyama/,自動車販売・修理　他,愛媛県松山市高岡町１８３番地３,177,1990,,76,46,25,70,実シグナル,ICP:規模177=スイート / ICP:設立36年 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://www.suzuki.co.jp/dealer/sj-matsuyama/recruit/,○,販売,,top-anchor,,,,
ピコシステム株式会社,2260001005516,54,ナーチャリング,A,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,丹波真二,,,,,http://www.picosystem.co.jp/,システム設計及びプログラム開発、コンピューター・コピー・ファクシミリ・ＯＡ機器販売および保守管理、パソコン教室、ドコモシ,岡山県岡山市南区西市９８番地の４,141,1996,,76,46,25,70,実シグナル,ICP:規模141=スイート / ICP:設立30年 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://www.picosystem.co.jp/recruit/,○,エンジニア/営業,,top-anchor,,,,
愛媛トヨタ自動車株式会社,2500001000806,54,ナーチャリング,A,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,横田知明,,,,,http://ehimetoyota.jp/,販売業（車両・保険・情報端末機器等）車両整備等,愛媛県松山市宮田町１０９番地の１,216,1940,,76,46,25,70,実シグナル,ICP:規模216=スイート / ICP:設立86年 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://www.ehime-toyota.co.jp/recruit,○,エンジニア/営業/企画/販売,,top-anchor,,,,
株式会社オカムラ,2330001012686,54,ナーチャリング,A,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,岡村健志,,,,,https://okamura-tmc.co.jp,廃棄物収集運搬業、ビルメンテナンス業,熊本県宇城市松橋町久具１９４８番地１,209,1986,,76,46,25,70,実シグナル,ICP:規模209=スイート / ICP:設立40年 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://okamura-tmc.co.jp/recruit/,○,営業,,top-anchor,,,,
内村酸素株式会社,3330001000450,54,ナーチャリング,A,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,今川敬志,,,,,https://www.uchimura-sanso.co.jp/,医療、造船、鉄構、自動車、食品、半導体関連等の卸売業,熊本県熊本市中央区本荘５丁目１３番１８号,117,1951,,76,46,25,70,実シグナル,ICP:規模117=スイート / ICP:設立75年 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://www.uchimura-sanso.co.jp/jobs/229/,○,営業/事務/看護,,top-anchor,,,,
関場建設株式会社,1380001015636,54,ナーチャリング,A,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,関場直隆,,,,,https://www.sekiba.co.jp,土木工事、建築工事、住宅建築・リフォ－ム工事,福島県南相馬市原町区錦町１丁目１番地,133,1947,,76,46,25,70,実シグナル,ICP:規模133=スイート / ICP:設立79年 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://www.sekiba.co.jp/recruit/,○,営業/事務/企画/施工管理,,top-anchor,,,,
株式会社タイセークリーン,1380001005678,54,ナーチャリング,A,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,本田弘,,,,,http://taisee-clean.co.jp,"建物清掃業
産業廃棄物処理業
警備業",福島県郡山市安積町長久保３丁目１２番地１６,133,1987,,76,46,25,70,実シグナル,ICP:規模133=スイート / ICP:設立39年 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://taisee-clean.co.jp/recruit,○,営業,,top-anchor,,,,
三展ミネコンサルタント株式会社,1050001010315,54,ナーチャリング,A,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,井上浩之,,,,,http://www.santenmine.co.jp,建設コンサルタント業務,茨城県土浦市桜町４丁目１１番１４号,125,1987,,76,46,25,70,実シグナル,ICP:規模125=スイート / ICP:設立39年 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://www.santenmine.co.jp/?page_id=673,○,コンサル,job.mynavi.jp,top-anchor,,,,
永大化工株式会社,1120001019704,53,ナーチャリング,B,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,浦義則,,,,,http://www.eidaikako.co.jp,プラスチック成形品製造・販売,大阪府大阪市平野区平野北２丁目３番９号,145,,,72,46,25,70,実シグナル,ICP:規模145=スイート / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://recruit.eidaikako.co.jp/,○,営業/販売,recruit.eidaikako.co.jp,common-path,,,,
株式会社ニットー,1180001013107,53,ナーチャリング,B,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,中野英樹,,,,,https://www.nittoh-info.co.jp/,建設工事事業、住宅メンテナンス事業,愛知県名古屋市中川区広川町３丁目１番地８,245,,,72,46,25,70,実シグナル,ICP:規模245=スイート / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://www.nittoh-info.co.jp/recruit/special,○,総合職/事務,,top-anchor,,,,
株式会社テイン,1020001033780,53,ナーチャリング,B,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,市野諮,,,,,https://www.tein.co.jp,自動車用ショックアブソーバーの製造、販売,神奈川県横浜市戸塚区上矢部町３５１５番地４,145,,,72,46,25,70,実シグナル,ICP:規模145=スイート / INT:intent★1 / INT:新卒フラグ確定 / INT:媒体数1,2026-06-14,リクナビ,1,,○,https://www.tein.co.jp/company_profile/,,企画/販売,,top-anchor,,,,
メディアファイブ株式会社,1290001018160,53,ナーチャリング,B,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,河野活,,,,,http://www.media5.co.jp/index.html,"・ソリューション事業
 　ソフトウェアの受託開発
 　ITエンジニアの人材提供
 　OFFICE DOCTORサービス提",福岡県福岡市中央区薬院１丁目１番１号,235,,,72,46,25,70,実シグナル,ICP:規模235=スイート / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://www.media5.co.jp/category/recruit/,○,エンジニア,,top-anchor,,,,
高橋カーテンウォール工業株式会社,1010001049480,53,ナーチャリング,B,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,高橋武治,,,,,https://www.t-cw.co.jp/,プレキャストコンクリートカーテンウォールの設計、製造、施工,東京都中央区日本橋本町１丁目５番４号,192,,,72,46,25,70,実シグナル,ICP:規模192=スイート / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://t-cw.co.jp/entry/company/,○,事務/マーケティング,,top-anchor,,,,
いちご株式会社,1010001068118,53,ナーチャリング,B,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,長谷川拓磨,,,,,https://www.ichigo.gr.jp/,アセットマネジメント、心築、クリーンエネルギー事業,東京都千代田区丸の内２丁目６番１号,237,,,72,46,25,70,実シグナル,ICP:規模237=スイート / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://www.ichigo.gr.jp/recruit/career/,○,販売,,top-anchor,,,,
レオス・キャピタルワークス株式会社,1010001082655,53,ナーチャリング,B,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,藤野英人,,,,,https://www.rheos.jp/,"投資運用業
投資助言・代理業
第二種金融商品取引業",東京都千代田区丸の内１丁目１１番１号,126,,,72,46,25,70,実シグナル,ICP:規模126=スイート / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://www.rheos.jp/recruit/,○,看護/販売,,top-anchor,,,,
