企業名,採用担当者名,代表者名,架電宛名,役職,公式URL,業種,都道府県,電話番号,上場,設立,取得元,根拠URL
株式会社ファーストイノベーション,,木ノ根雄志,木ノ根雄志 様,,https://www.f-innovations.co.jp/,情報通信,東京都,03-6225-0214,未上場,2016,PR TIMES,https://prtimes.jp/main/html/rd/p/000000490.000098210.html
一般社団法人コーチング心理学協会,,徳吉陽河,徳吉陽河 様,,https://www.coaching-psych.com/,サービス業,東京都,080-1127-3088,未上場,2018,PR TIMES,https://prtimes.jp/main/html/rd/p/000000065.000116406.html
日本化薬株式会社,,川村茂之,川村茂之 様,,https://www.nipponkayaku.co.jp/,製造業,東京都,,東証プライム資本,1916,PR TIMES,https://prtimes.jp/main/html/rd/p/000000001.000185933.html
パーキングサイエンス株式会社,,,,,,,,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000064.000113739.html
株式会社京王プラザホテル札幌,,本田敏人,本田敏人 様,,https://www.keioplaza-sapporo.co.jp/,サービス業,北海道,011-271-0111,未上場,1981,PR TIMES,https://prtimes.jp/main/html/rd/p/000000082.000099427.html
株式会社外為どっとコム,,竹内淳,竹内淳 様,,https://www.gaitame.com/,金融・保険業,東京都,03-5733-3061,未上場,2002,PR TIMES,https://prtimes.jp/main/html/rd/p/000000883.000052387.html
日本放送協会,,井上樹彦,井上樹彦 様,,https://www.nhk.or.jp/info/,情報通信,東京都,,未上場,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000074.000160617.html
株式会社チケットプラス,,佐藤元,佐藤元 様,,https://ticketplus.co.jp/,情報通信,東京都,,未上場,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000135.000170825.html
株式会社M2X,,,,,,,東京都,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000121.000131729.html
Ｓｋｙ株式会社,,,,,,,,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000001316.000001552.html
SnackTime株式会社,,石田弘樹,石田弘樹 様,,,,,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000012.000127618.html
株式会社ピカパカ,,,,,,,東京都,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000062.000120642.html
アカマイ・テクノロジーズ合同会社,,,,,,,,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000318.000031697.html
レノボ・ジャパン合同会社,,檜山太郎,檜山太郎 様,,https://www.lenovo.com/jp/ja/,製造業,東京都,0120-030-984,未上場,2005,PR TIMES,https://prtimes.jp/main/html/rd/p/000000264.000013608.html
ネットアップ合同会社,,,,,,,,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000181.000047898.html
株式会社Shizen Connect,,,,,,,東京都,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000046.000168657.html
株式会社博報堂テクノロジーズ,,田中雄三,田中雄三 様,,https://www.hakuhodo-technologies.co.jp/,情報通信,東京都,,未上場,2022,PR TIMES,https://prtimes.jp/main/html/rd/p/000000043.000113498.html
株式会社medimo,,中原,中原 様,,,,東京都,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000032.000124331.html
株式会社BULL,,,,,https://bull-space.com/ja,製造業,。栃木県,070-2262-2626,未上場,2022,PR TIMES,https://prtimes.jp/main/html/rd/p/000000032.000113020.html
クラウドビルダーズ株式会社,,,,,,,,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000029.000108722.html
SHOPLINE Japan株式会社,,大山廣貴,大山廣貴 様,,https://jp.shopline.com/,情報通信,東京都,,未上場,2023,PR TIMES,https://prtimes.jp/main/html/rd/p/000000024.000141754.html
ミカンベイビー合同会社,,寺澤裕太,寺澤裕太 様,,https://mikanbaby.jp/,サービス業,東京都,,未上場,2024,PR TIMES,https://prtimes.jp/main/html/rd/p/000000009.000165151.html
株式会社ハジメバ,,,,,,,,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000008.000163771.html
Ｄｒ．ＡＩＳＥＯ株式会社,,小谷脩造,小谷脩造 様,,,,,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000007.000181957.html
x3d株式会社,,武石,武石 様,,,,東京都,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000033.000114743.html
Braze株式会社,,,,,https://www.braze.com/ja,サービス業,東京都,03-6625-5347,未上場,2020,PR TIMES,https://prtimes.jp/main/html/rd/p/000000170.000066773.html
SecureNavi株式会社,,,,,,,,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000155.000089471.html
丸紅I-DIGIOホールディングス株式会社,,佐藤由浩,佐藤由浩 様,,https://www.marubeni-idigio.com/,情報通信,東京都,03-4512-3700,未上場,2023,PR TIMES,https://prtimes.jp/main/html/rd/p/000000067.000145332.html
株式会社Mark Door,,松田光弘,松田光弘 様,,https://markdoor.net/,情報通信,大阪府,090-5054-9634,未上場,2021,PR TIMES,https://prtimes.jp/main/html/rd/p/000000007.000102516.html
ユアスタイル合同会社,,郡司大輝,郡司大輝 様,,,,神奈川県,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000006.000184810.html
ヘルステックハブ株式会社,,嶺野匡史,嶺野匡史 様,,,情報通信,東京都,,未上場,2024,PR TIMES,https://prtimes.jp/main/html/rd/p/000000004.000166914.html
宝印刷株式会社,,白井恒太,白井恒太 様,,https://www.takara-print.co.jp/,情報通信,東京都,03-3971-3101,未上場,2019,PR TIMES,https://prtimes.jp/main/html/rd/p/000000003.000185501.html
株式会社ENHANCEIT,,野口龍聖,野口龍聖 様,,,サービス業,東京都,090-9234-1545,未上場,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000011.000176021.html
BPOテクノロジー株式会社,,山田,山田 様,,https://fujiko-san.com/,情報通信,東京都,03-4405-3635,未上場,2017,PR TIMES,https://prtimes.jp/main/html/rd/p/000000090.000086224.html
株式会社スペースビジョン,,佐藤幸男,佐藤幸男 様,,,製造業,東京都,03-6264-4994,未上場,2004,PR TIMES,https://prtimes.jp/main/html/rd/p/000000003.000145649.html
issin株式会社,,,,,,,,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000105.000103350.html
JNIホールディングス株式会社,,澁澤亨典所在地,澁澤亨典所在地 様,,,,東京都,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000001.000184597.html
株式会社光響,,住村和彦,住村和彦 様,,https://www.symphotony.com/,商業（卸売業、小売業）,京都府,080-8758-5273,,2009,PR TIMES,https://prtimes.jp/main/html/rd/p/000000290.000049537.html
Naturecan株式会社,,中島沙紀,中島沙紀 様,,https://www.naturecan.jp/,商業（卸売業、小売業）,北海道,03-6202-2875,未上場,2021,PR TIMES,https://prtimes.jp/main/html/rd/p/000000267.000083735.html
一般社団法人日本eスポーツ協会,,室伏,室伏 様,,https://jesu.or.jp/,財団法人・社団法人・宗教法人, 岡山県,,未上場,2018,PR TIMES,https://prtimes.jp/main/html/rd/p/000000218.000039144.html
株式会社　宝島社,,関川誠,関川誠 様,,https://tkj.jp,情報通信,東京都,,未上場,,PR TIMES,https://prtimes.jp/main/html/rd/p/000002450.000005069.html
株式会社PR TIMES,,,,,,,東京都,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000001671.000000112.html
株式会社InitialSite,,,,,,,神奈川県,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000004.000178504.html
株式会社いーふらん,,鹿村大志,鹿村大志 様,,https://e-fran.jp/,商業（卸売業、小売業）,神奈川県,045-330-4410,未上場,2000,PR TIMES,https://prtimes.jp/main/html/rd/p/000000279.000080252.html
株式会社FLATBOYS,,内田遼所在地,内田遼所在地 様,,https://flatboys.co.jp/,サービス業,東京都,050-5372-1436,未上場,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000033.000064438.html
株式会社グローバルパワー,,竹内,竹内 様,,http://globalpower.co.jp/,サービス業,東京都,03-3836-9685,未上場,2004,PR TIMES,https://prtimes.jp/main/html/rd/p/000000028.000057212.html
株式会社ウィルネクスト,,,,,,,神奈川県,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000058.000039305.html
株式会社ワンキャリア,,執行役員,執行役員 様,,https://onecareer.co.jp/,情報通信,東京都,03-6416-5445,東証グロース資本,2015,PR TIMES,https://prtimes.jp/main/html/rd/p/000000349.000035321.html
株式会社AVE,,,,,,,,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000005.000178731.html
株式会社リーディングマーク,,,,,http://www.leadingmark.jp,情報通信,東京都,03-6712-7431,未上場,2008,PR TIMES,https://prtimes.jp/main/html/rd/p/000000342.000008701.html
株式会社コーチングフォワード,,,,,,,東京都,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000012.000162785.html
オールイン株式会社,,前田優一,前田優一 様,,https://allhero.co.jp,サービス業,年千葉県,03-6427-2417,未上場,2016,PR TIMES,https://prtimes.jp/main/html/rd/p/000000033.000039444.html
株式会社スターリーグ,,中馬崇尋,中馬崇尋 様,,https://www.star.careers/company/,情報通信,東京都,,未上場,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000002.000185478.html
株式会社ツナググループ・ホールディングス,,,,,https://tghd.co.jp/,サービス業,東京都,,東証スタンダード,2007,PR TIMES,https://prtimes.jp/main/html/rd/p/000000485.000004558.html
MNTSQ株式会社,,,,,,,,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000104.000050130.html
株式会社天職市場,,春名敬太,春名敬太 様,,https://1049.co.jp/,サービス業,東京都,03-6704-4921,未上場,2006,PR TIMES,https://prtimes.jp/main/html/rd/p/000000389.000075909.html
株式会社CAMPFIRE,,中島真,中島真 様,,,,東京都,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000588.000019299.html
株式会社uloqo,,関川,関川 様,,,,東京都,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000011.000173541.html
ミイダス株式会社,,,,,,,,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000120.000099622.html
株式会社Simple,,渡辺,渡辺 様,,,,東京都,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000004.000184885.html
株式会社キャリアデザインセンター,,多田弘實,多田弘實 様,,http://cdc.type.jp/,情報通信,東京都,03-3560-1688,東証1部資本金5,1993,PR TIMES,https://prtimes.jp/main/html/rd/p/000000857.000012506.html
株式会社コンヴァノ,,上四元絢,上四元絢 様,,http://www.convano.com/,サービス業,東京都,03-3770-1190,東証グロース資本,2013,PR TIMES,https://prtimes.jp/main/html/rd/p/000000157.000006824.html
株式会社情報基盤開発,,鎌田長明,鎌田長明 様,,https://www.altpaper.net/,サービス業,東京都,0120-922-552,未上場,2004,PR TIMES,https://prtimes.jp/main/html/rd/p/000000192.000016738.html
セレクションアンドバリエーション株式会社,,,,,,,大阪府,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000279.000083936.html
株式会社コムデザイン,,寺尾憲二,寺尾憲二 様,,https://comdesign.co.jp,情報通信,東京都,050-5808-5500,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000053.000115278.html
一般社団法人日本レコード協会,,村松俊亮,村松俊亮 様,,https://www.riaj.or.jp/,財団法人・社団法人・宗教法人,東京都,03-5575-1301,未上場,1942,PR TIMES,https://prtimes.jp/main/html/rd/p/000000668.000010908.html
株式会社オークラ ニッコー ホテルマネジメント,,髙坂秀周,髙坂秀周 様,,http://www.kawasaki-nikko-hotel.com,サービス業,神奈川県,03-4400-0632,未上場,2015,PR TIMES,https://prtimes.jp/main/html/rd/p/000004283.000002213.html
株式会社第一ライフグループ,,,,,,,,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000100.000160816.html
株式会社山陰合同銀行,,吉川浩,吉川浩 様,,https://www.gogin.co.jp/,金融・保険業,地島根県,0852-55-1000,東証プライム資本,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000056.000094297.html
株式会社リーピー,,川口聡,川口聡 様,,https://leapy.jp/,情報通信,：岐阜県,058-215-0066,未上場,2013,PR TIMES,https://prtimes.jp/main/html/rd/p/000000172.000095919.html
株式会社イノベーター・ジャパン,,社長内藤,社長内藤 様,,https://www.innovator.jp.net/,情報通信,東京都,03-3479-3450,未上場,2010,PR TIMES,https://prtimes.jp/main/html/rd/p/000000015.000020356.html
一般社団法人日本男性看護師會,,坪田康佑,坪田康佑 様,,https://nursemen.net/,財団法人・社団法人・宗教法人,東京都,,未上場,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000036.000177772.html
株式会社BLUEPRINT,,,,,,,東京都,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000031.000095118.html
株式会社リベロ,,鹿島秀俊,鹿島秀俊 様,,,,東京都,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000047.000043544.html
株式会社アイエスエフネット,,,,,,,東京都,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000745.000042830.html
株式会社BLUE DESIGN,,栗原孝太郎,栗原孝太郎 様,,,,：佐賀県,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000002.000179747.html
株式会社スケッチ,,坂根佑一,坂根佑一 様,,https://sketch-consulting.co.jp/,サービス業,東京都,,未上場,2020,PR TIMES,https://prtimes.jp/main/html/rd/p/000000011.000165538.html
CRGホールディングス株式会社,,小田康浩,小田康浩 様,,https://www.crgh.co.jp/,サービス業,東京都,03-3345-2772,東証グロース資本,2013,PR TIMES,https://prtimes.jp/main/html/rd/p/000000079.000039528.html
株式会社ヘイフィールド,,,,,,,,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000009.000048844.html
株式会社SPC,,秋山,秋山 様,,https://spc-jpn.co.jp/,情報通信,東京都,,未上場,2012,PR TIMES,https://prtimes.jp/main/html/rd/p/000000009.000173928.html
株式会社ワークス・ジャパン,,,,,https://www.worksjapan.co.jp/,サービス業,東京都,03-5209-5011,未上場,1955,PR TIMES,https://prtimes.jp/main/html/rd/p/000000141.000046760.html
株式会社moovy,,,,,,,,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000034.000062343.html
株式会社ヒューマネージ,,齋藤亮三,齋藤亮三 様,,https://www.humanage.co.jp,サービス業,東京都,03-5212-7170,未上場,2004,PR TIMES,https://prtimes.jp/main/html/rd/p/000000179.000055068.html
株式会社Bloom,,,,,,,,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000039.000057795.html
味の素株式会社,,中村茂雄,中村茂雄 様,,https://www.ajinomoto.co.jp/,製造業,東京都,,東証プライム資本,1925,PR TIMES,https://prtimes.jp/main/html/rd/p/000000270.000059753.html
株式会社VARIETAS,,木下隆太朗,木下隆太朗 様,,https://varietas.co.jp,情報通信,東京都,,未上場,2019,PR TIMES,https://prtimes.jp/main/html/rd/p/000000062.000079152.html
株式会社揚羽,,,,,,,,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000267.000038921.html
株式会社ジェック,,松井達則,松井達則 様,,http://www.jecc-net.co.jp,サービス業,東京都,03-3986-6365,未上場,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000008.000007084.html
株式会社アイ・ラーニング,,杉山真理子,杉山真理子 様,,https://www.i-learning.jp/,教育・学習支援業,東京都,0120-623-629,未上場,1990,PR TIMES,https://prtimes.jp/main/html/rd/p/000000086.000006949.html
ナイス株式会社,,津戸裕徳,津戸裕徳 様,,https://www.nice.co.jp/,商業（卸売業、小売業）,神奈川県,045-521-6111,東証スタンダード,1950,PR TIMES,https://prtimes.jp/main/html/rd/p/000000095.000091954.html
株式会社NEWONE,,上林,上林 様,,https://new-one.co.jp/,教育・学習支援業,東京都,070-1554-2088,未上場,2017,PR TIMES,https://prtimes.jp/main/html/rd/p/000000236.000038467.html
常磐興産株式会社,,関根一志,関根一志 様,,https://www.hawaiians.co.jp/,サービス業,：福島県,0246-38-6469,未上場,1944,PR TIMES,https://prtimes.jp/main/html/rd/p/000000341.000018649.html
株式会社LDcube,,新井澄人,新井澄人 様,,https://ldcube.jp/seminar/platform_new_employee_training260623,サービス業,東京都,03-3525-7002,未上場,2023,PR TIMES,https://prtimes.jp/main/html/rd/p/000000175.000131307.html
株式会社アルテジェネシス,,吉村栄義,吉村栄義 様,,https://artegenesis.com/,サービス業,神奈川県,045-663-6123,未上場,1988,PR TIMES,https://prtimes.jp/main/html/rd/p/000000371.000049680.html
ALL DIFFERENT株式会社,,名眞,名眞 様,,https://www.all-different.co.jp/corporate,サービス業,東京都,03-5222-5111,未上場,2006,PR TIMES,https://prtimes.jp/main/html/rd/p/000000296.000005749.html
株式会社日本デザイン,,,,,,,東京都,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000200.000039136.html
ニッカホーム株式会社,,,,,,, 愛知県,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000281.000074598.html
株式会社マイナビ,,粟井俊介,粟井俊介 様,,http://www.mynavi.jp,サービス業,東京都,03-6267-4155,未上場,,PR TIMES,https://prtimes.jp/main/html/rd/p/000002347.000002955.html
